"Game Name","Game Genre","Thread Title","Title Language","Translated Title","OP","Reply Count","Body Text","Language","Translated Text","URL","Date/Time Posted (PST)","Date/Time Collected (GMT)","Class"
"Hello Neighbor 2","Horror","The game crashes on multiple different parts of the game.","en","-","QutisBrutus","4","When I press A on a controller or ENTER on the keyboard to continue past the final message after you beat the game, the game crashes. And when I click continue on the main menu after beating the game and after the game crashes THE GAME CRASHES AGAIN!","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785451131069/","19/12/22 23:39","18/01/2024 04:43:12","Bug Report"
"Hello Neighbor 2","Horror","Bug Reports","en","-","QutisBrutus","3","So I have some bug reports that I would love to have fixed.\n\nSo the first one is that whenever I interact with something in the world with a controller while having a monitor or camera in my hand, either I look into the monitor or the camera gets placed on the door, so I would love to have this fixed because it's pretty annoying.\n\nThe other one is also about the camera and the controller, and how the camera moves with a controller. When I move the camera around with a controller it camera just goes diagonal, no matter how hard I try to get the camera to move correctly it just won't. \n\nAnd that's all.","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785450675350/","19/12/22 20:38","18/01/2024 04:43:12","Bug Report"
"Hello Neighbor 2","Horror","The game crash when I try to load the game save","en","-","Falco-Furetto","1","Hi, I bought Hello Neighbor 2 a few days ago. Yesterday I completed the Night 4, then I closed the game. When I reopened it, the game wasn't starting and it was frozen on the loading screen with the car on the screen. I tried to uninstall the game and then reistalling it but nothing changed. I never had any problem with my GPU so I don't know what to do.","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785449228535/","19/12/22 11:08","18/01/2024 04:43:13","Bug Report"
"Hello Neighbor 2","Horror","Fish head gone","en","-","Aidenplays","0","i go to where the fish head spawns and its not their ive tried reloading the save what do i do now","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785446130033/","18/12/22 14:47","18/01/2024 04:43:14","Bug Report"
"Hello Neighbor 2","Horror","New bug","en","-","Ricoti","1","museum part 2, i don't have the hunter's key anymore and can't open the door. Can't play anymore... need help","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785434484479/","15/12/22 10:23","18/01/2024 04:43:14","Bug Report"
"Hello Neighbor 2","Horror","an unreal process has crashed что за huyny???","en","-","Russian invader Z","5","начинаешь игру и вылетает на рабочий стол,что за zalupa???","ru","You start the game and you fly off to the desk, what kind of zalupa?","https://steamcommunity.com/app/1321680/discussions/1/3710432845031251614/","03/12/22 18:28","18/01/2024 04:43:18","Bug Report"
"Hello Neighbor 2","Horror","The game crashes","en","-","Troy Bederlian","3","Every time I start a new game the loading screen pops up and a few seconds later the game crashes. Is there a way to fix this from happening.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845025784286/","03/12/22 17:21","18/01/2024 04:43:19","Bug Report"
"Hello Neighbor 2","Horror","Fatal Error","ca","Fartal Error","utku","2","Hello everyone.\n\nWhen I tried to open Hello Neighbor 2 Beta I get a fatal error message which wr,tes \""The UE4-HelloNeighbor2 Game crashed\""\n\nHow can I fix this issue?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3365901931424478169/","31/07/22 04:25","18/01/2024 04:43:20","Bug Report"
"Hello Neighbor 2","Horror","New game crashes when loading","en","-","Blowave101","2","Hey everytime I play hello neighbor 2 and try starting a new game, it crashes after a few seconds in the loading screen, Is there any fix to this, cause I tried everything to fix it?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479201149927/","06/12/22 15:18","18/01/2024 04:43:21","Bug Report"
"Hello Neighbor 2","Horror","Hello-Copter Controlling Bug","en","-","Niftysmbfan12","0","There's a slight bug with controlling the Hello-Copter. I can press and hold shift to go up, but when I press ctrl to go back down, it gets stuck going down so pressing shift only makes it hover and I can't get it to go back up.","en","-","https://steamcommunity.com/app/1321680/discussions/1/5143704785438628181/","16/12/22 13:34","18/01/2024 04:43:21","Bug Report"
"Hello Neighbor 2","Horror","Help me","nl","Help me!","KUDESNN","11","у меня пропала кнопка номер 1 которая должна быть под кошкой, кошке рыбу я дал а кнопка провалилась под текстуру и игру начать заново возможности нету, пожалуйста помогите++","ru","I've lost the number one button that's supposed to be under the cat, I gave the cat a fish, and the button failed under the texture and the game started again with no possibility, please help me.","https://steamcommunity.com/app/1321680/discussions/1/3710432845031250266/","03/12/22 04:45","18/01/2024 04:43:27","Bug Report"
"Hello Neighbor 2","Horror","Scepter Disappeared","en","-","Wooden","2","The scepter used in the mayor's mansion disappeared as i dug it out and i'm unable to find it. I can't finish the level without it, since I need it for the statue to take the trophy from inside.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479215914146/","10/12/22 16:10","18/01/2024 04:43:27","Bug Report"
"Hello Neighbor 2","Horror","My save","sk","Translation Failed","Dodyssey (CheckMyBio)","0","so i was playing the beta of hello neighbor 2 for some reason to see the differences i deleted it's save file but then when i went to play the full game which i completed act 3 in i noticed it said New Game instead of Continue which i then realized i didn't have my save anymore so tinybuild please fix it and give me back my save file","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479219438891/","11/12/22 15:14","18/01/2024 04:43:28","Bug Report"
"Hello Neighbor 2","Horror","İ found new bug","en","-","☹","0","I discovered a bug in your game and this is not the first time I would like to be part of your team as a \""bug hunter\"".","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479218496040/","11/12/22 09:05","18/01/2024 04:43:28","Bug Report"
"Hello Neighbor 2","Horror","Hello Neighbor 2 Demo is to dark","en","-","Diamantenmine","1","I started the game for the first time and it was to dark to play. I tried deleting and installing new but it did not help. https:\/\/ibb.co\/FHp9s5S","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479208054695/","08/12/22 12:37","18/01/2024 04:43:29","Bug Report"
"Hello Neighbor 2","Horror","Won't Give Me Dog Person Achievement","nl","Won't Give Me Dog Person Achievement","Pizza_kid2","1","I tried to get the achievement but it is not working.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479207294806/","08/12/22 07:39","18/01/2024 04:43:30","Bug Report"
"Hello Neighbor 2","Horror","the ability to fly","en","-","MaplY","0","I was caught while climbing a ladder, and after respawning walking backwards, the character gradually took off","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479204784036/","07/12/22 15:09","18/01/2024 04:43:30","Bug Report"
"Hello Neighbor 2","Horror","act 3 unable to complete","es","act 3 unble to complete","Wescuit","1","The shovel needed in act 3, I had gotten. I accidentally threw it and it disappeared now. I am unable to find any other shovels to complete the level.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433479203415257/","07/12/22 06:12","18/01/2024 04:43:31","Bug Report"
"Hello Neighbor 2","Horror","Threw my shovel, it went underground and now I can't continue","en","-","Ozull","3","So, is there any type of fix for this? I threw my shovel under the kitchen cabinet under the microwave and it just disappeared.  I continued to do the puzzles in the house which continue the progression and ultimately came to where I needed to dig and now I can't.\n\nI've tried quitting and maybe restating the Act but unfortunately when I go back to the main menu it doesn't let me choose the Act or choose to restart one.  I clicked continue and it returned me to my point after I lost my shovel. I went back to the radio tower because maybe there's a box that will appear with lost loot but I couldn't find one.\n\nUnfortunately now it seems my progression is completely blocked due to this now.\n\nAny tips?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433402655822374/","06/12/22 12:12","18/01/2024 04:43:32","Bug Report"
"Hello Neighbor 2","Horror","I lost the shovel in 3rd stage","en","-","Prt91","16","I accidentally throw the shovel while i was outside the granpa shotgunner house, now i can-t find it any more neither on the rooftop... what can I do now?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845031242499/","03/12/22 15:00","18/01/2024 04:43:32","Bug Report"
"Hello Neighbor 2","Horror","Instant Bug with Officer","en","-","Atze Hutler","1","I started the game, went in to the kitchen activated the clock, went into the closet and the officer got stuck between opening the door in the kitchen and walking out and back again. Repating it all the time .  Nice Start :D","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710433402654781628/","06/12/22 06:42","18/01/2024 04:43:33","Bug Report"
"Hello Neighbor 2","Horror","gamepad not working well","af","Message will not be signed","missiloon","2","Heej devs,\n\nwhen starting the game, I can mvoe through the options on the main menu with the analog stick, but the A button or any other to confirm doesn't seems to work. (Official xbox controller). \n\nAfter getting into the game using my mouse the buttons seem to work but the sensitivity of the camera is way too high, touching it slightly already makes me look 180 degrees to the other side. Tried to change this in the settings (For this I still needed to use my mouse as any buttons still don't work for getting into a submenu) I have it now on 0% sensitivity but it still has the same speed and feels unplayable to me.\n\nEDIT: Had to put sensitivity on 0%\/20%\/20% aka all on the lowest possible to make it work. Leaves me with not being able to go through the menu on a controller as no button seems to work as the \""confirm\"" button.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845031253834/","05/12/22 05:16","18/01/2024 04:43:34","Bug Report"
"Hello Neighbor 2","Horror","NPC malfunctioned","en","-","mugamelife","1","BUG report\nNPC failure no action\nhttps:\/\/youtu.be\/e_0e6PSKc_I","fr","BUG report\nNPC failure no action\nhttps:\/\/youtu.be\/e_0e6PSKc_I","https://steamcommunity.com/app/1321680/discussions/1/3710432845031643087/","05/12/22 07:49","18/01/2024 04:43:38","Bug Report"
"Hello Neighbor 2","Horror","Steak on Day 4 is Bugged","en","-","R0ck0 R4m4","2","On Day 4 you explore the big white house where you put the awards on the podium to get the ship wheel. One of the puzzles involves you putting out a fire in a grill to grab a steak. After you grab the steak you feed it to the dog. \n\nI am unable to pick up the steak even though visually it looks like the fire was put out. I've tried reloading my last save, closing the game entirely, rebooting, etc... The steak is bugged and I am unable to pick it up.\n\nI am unable to progress the game further because I cannot finish the piece of this puzzle. Any help would be appreciated!","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845026710005/","03/12/22 23:26","18/01/2024 04:43:39","Bug Report"
"Hello Neighbor 2","Horror","Missing cash register button #1","en","-","beaudrie8","1","The #1 button never appears under nor around the cat. I feed the cat, it moves and then still no button? The code involves this button so I need it. Anyone else have this problem?","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845031252746/","03/12/22 07:39","18/01/2024 04:43:39","Bug Report"
"Hello Neighbor 2","Horror","No Sound","en","-","nancie634","0","I can;t get any sound to work on Hello Neighbor 2.  I have several other games that the sound is working for, but 2 of my steam games have no sound. I have tried running Steam as the Administrator and updated all of my sound drivers.  Anyone else have this problem or advice?  I don't understand why some games the sound works and a few it doesn't.  it doesn't make sense.  Thanks.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845031253536/","03/12/22 05:07","18/01/2024 04:43:40","Bug Report"
"Hello Neighbor 2","Horror","help","nl","help","me (rest in peace rick sanchez)","2","so i was playing the part with mr. otto and i threw the shovel at a window to break it and the shovel did not break the window and went through the window and i have never seen it again","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845020372331/","02/12/22 05:52","18/01/2024 04:43:41","Bug Report"
"Hello Neighbor 2","Horror","че там разрабы? че там стим?","ru","What's going on in there? What's going on in there? What's going on in there?","KUDESNN","7","сделал предзаказ а ждать надо до 6 ноября","ru","He's pre-ordered and has to wait until November 6th.","https://steamcommunity.com/app/1321680/discussions/1/3710432845019732635/","01/12/22 11:46","18/01/2024 04:43:45","Bug Report"
"Hello Neighbor 2","Horror","I managed to skip a puzzle with the Hello-Copter.","en","-","Ladera","1","In the Neighbors house, in the room upstairs, there is a puzzle which requires a battery to pull a lever sending a toy car under the bed. With the Hello-Copter I pulled the lever without the battery.","en","-","https://steamcommunity.com/app/1321680/discussions/1/3710432845018198142/","01/12/22 15:33","18/01/2024 04:43:45","Bug Report"
"Hello Neighbor 2","Horror","Broken","sk","Broken","LightningTorn8do","4","It does not even launch","fr","It does not happen even launch","https://steamcommunity.com/app/1321680/discussions/1/3390672107134781917/","09/10/22 13:20","18/01/2024 04:43:48","Bug Report"
"Hello Neighbor 2","Horror","HN2 demo crashes when starting a new game","en","-","uselessproto","7","when i try to start a new game on the demo, it just crashes and gives me this crash report:\nFatal error!\n\nUnhandled Exception: EXCEPTION_ACCESS_VIOLATION reading address 0x0000000000000018\n\n0x00007ff7710c3db2 HelloNeighbor2-Win64-Shipping.exe!FD3D12CommandContext::RHISetComputePipelineState() []\n0x00007ff7710c3f7e HelloNeighbor2-Win64-Shipping.exe!FD3D12CommandContext::RHISetComputeShader() []\n0x00007ff771d2b2cb HelloNeighbor2-Win64-Shipping.exe!FRHICommandListExecutor::ExecuteInner_DoExecute() []\n0x00007ff771d2b8cb HelloNeighbor2-Win64-Shipping.exe!TGraphTask<FExecuteRHIThreadTask>::ExecuteTask() []\n0x00007ff770ae338b HelloNeighbor2-Win64-Shipping.exe!FNamedTaskThread::ProcessTasksUntilQuit() []\n0x00007ff771d6a590 HelloNeighbor2-Win64-Shipping.exe!FRHIThread::Run() []\n0x00007ff770c2d83b HelloNeighbor2-Win64-Shipping.exe!FRunnableThreadWin::Run() []\n0x00007ff770c27c31 HelloNeighbor2-Win64-Shipping.exe!FRunnableThreadWin::GuardedRun() []\n0x00007ffa59247034 KERNEL32.DLL!UnknownFunction []\n0x00007ffa596426a1 ntdll.dll!UnknownFunction []\n\nCrash in runnable thread RHIThread","en","-","https://steamcommunity.com/app/1321680/discussions/1/3373782431178366207/","20/09/22 17:12","18/01/2024 04:43:49","Bug Report"
